id,pdawn_1,pdawn_2,pdusk_1,pdusk_2,pdiurnal_1,pdiurnal_2,pnocturnal_1,pnocturnal_2,CWSI_1,CWSI_2,SNOW_1,SNOW_2,TMIN_1,TMIN_2
1,0.08667918981603157,0.1212881774642898,0.19214431746969537,0.19903923868777323,0.2555644680484049,0.298984814490545,0.4656120246658684,0.3806877693573921,-1.1949798220085026,-1.163215444223951,-0.5133298997840012,-1.0067467281691216,-0.18006533658759397,0.24237250555352846
2,0.12407529032686747,0.10829101204459794,0.14946830612893522,0.1709414106152146,0.18403661718416592,0.23463527030598696,0.5424197863600313,0.48613230703420085,-1.1948138716574754,-1.163215444223951,-0.5176107177903039,-1.074925448128488,0.3528433654170338,0.6589631021632455
3,0.12767912156217745,0.13403191897167202,0.1508233332683021,0.20680822072956234,0.21960639246202826,0.23567360352483896,0.5018911527074922,0.42348625677392643,-1.1948107870784601,-1.163215444223951,-0.4489091185057395,-1.2032005608628629,0.6718528559241992,0.7599637629907765
4,0.1188733210719125,0.13491637670245052,0.20304436799306916,0.19416756738374255,0.12302804751320658,0.21156316873459263,0.555054263421812,0.45935288717921413,-1.194810170162657,-1.163215444223951,-0.481087898849418,-1.103905433381333,1.2174031571550608,0.5586189821064723
5,0.12429667758118955,0.16005317465934799,0.1857467344270895,0.22843251632600078,0.13878724046123433,0.1717999426258583,0.5511693475304866,0.4397143663887933,-1.1948098617047556,-1.163215444223951,-0.523845735972246,-1.1682619598532187,1.4109173016629142,1.2504757024329034
6,0.15097111895623871,0.13497110823352,0.19864148054791614,0.1501171558893451,0.2299398335868324,0.16528747248469386,0.42044756690901264,0.5496242633924412,-1.1941334135266832,-1.163215444223951,-0.6490579695457853,-1.1978584709740954,0.5306736747511491,1.822194785157687
7,0.23270820437813358,0.12301465916155162,0.17891251251751392,0.18845448363225936,0.21092322915967876,0.18220450147535608,0.37745605394467374,0.5063263557308333,-1.1941334135266832,-1.163215444223951,-0.7727394307746945,-1.1830563788078765,0.5387810939402519,1.234305748187756
8,0.14633671708672918,0.15072603852887642,0.17450674124699175,0.15536605140841175,0.18472745966204804,0.20735989278308062,0.49442908200423114,0.4865480172796313,-1.1941334135266832,-1.163215444223951,-0.6921976323482465,-1.1897059839466384,0.6593403246572743,0.8716639377978124
9,0.12907962074965215,0.14191777331829236,0.18008792753389985,0.15814394695603703,0.18875032989471138,0.16216117834120813,0.5020821218217364,0.5377771013844627,-1.1941173737158033,-1.163215444223951,-0.6957831239399649,-1.191547554721278,0.12706216689299518,0.9552647677832308
10,0.14645622299799635,0.1413762512401555,0.20947700971229125,0.1530695276656521,0.21141927292785045,0.265493803304739,0.4326474943618621,0.44006041778945376,-1.1771265871254009,-1.163215444223951,-0.7277456531647808,-1.1648464132166818,-0.23761095140359956,0.6423613327102102
