season,date,Dawn,Dusk,Day,Night,CWSI,TMIN,SNOW
1,2017-12-15,0.08667918981603157,0.19214431746969537,0.2555644680484049,0.4656120246658684,0.12618201555384054,-12.868115697618368,116.27970198366593
1,2017-12-16,0.12407529032686747,0.14946830612893522,0.18403661718416592,0.5424197863600313,0.1284633585779346,-9.81796081850918,115.73559319159041
1,2017-12-17,0.12767912156217745,0.1508233332683021,0.21960639246202826,0.5018911527074922,0.12850576272336384,-7.309525424506579,124.46783645569191
1,2017-12-18,0.1188733210719125,0.20304436799306916,0.12302804751320658,0.555054263421812,0.1285142435524497,-4.174611577060513,120.37778701245834
1,2017-12-19,0.12429667758118955,0.1857467344270895,0.13878724046123433,0.5511693475304866,0.1285184839669926,-3.4636749530488222,114.94309787724848
1,2017-12-20,0.15097111895623871,0.19864148054791614,0.2299398335868324,0.42044756690901264,0.1378177130596287,-10.041045574750141,99.02813091007776
1,2017-12-21,0.23270820437813358,0.17891251251751392,0.21092322915967876,0.37745605394467374,0.1378177130596287,-9.398805574453538,83.30773112379467
1,2017-12-22,0.14633671708672918,0.17450674124699175,0.18472745966204804,0.49442908200423114,0.1378177130596287,-7.574899868875823,93.54491023042412
1,2017-12-23,0.12907962074965215,0.18008792753389985,0.18875032989471138,0.5020821218217364,0.13803821461586085,-12.088981094403737,93.08918015825228
1,2017-12-24,0.14645622299799635,0.20947700971229125,0.21141927292785045,0.4326474943618621,0.3716129688838381,-15.766167706819184,89.02661708208595
1,2017-12-25,0.13473697708826934,0.18734507421331786,0.3037843221628227,0.37413362653559024,1.0195440706283447,-19.53075719062778,95.86302188901988
1,2017-12-26,0.08857780414343079,0.2641674987697513,0.2928808317498364,0.35437386533698156,2.0195440706283447,-25.51912095166757,90.60137559047773
1,2017-12-27,0.10719177142119062,0.20848538010542786,0.2865832327480339,0.3977396157253477,3.0195440706283447,-27.054108696797748,88.54063165215031
1,2017-12-28,0.14087541653927735,0.24958465150666997,0.2720054869676851,0.33753444498636714,4.019535589799259,-26.022474615585082,87.02889842511004
1,2017-12-29,0.11096980346908868,0.16681169186802228,0.26487290865782903,0.45734559600506003,4.849312628802592,-22.320488415112685,99.2582539669078
1,2017-12-30,0.10400099608475545,0.22226541296146737,0.24761547056002553,0.4261181203937516,5.849312628802592,-24.28119253019297,105.36249607761654
1,2017-12-31,0.09899253741248004,0.21799044736816497,0.23777020403399263,0.44524681118536225,6.849316869217135,-25.27075345733579,102.90318709557046
1,2018-01-01,0.0867744382553448,0.1968819267945501,0.24023832153458938,0.47610531341551576,7.849316869217135,-26.739254638502516,100.62762799691298
1,2018-01-02,0.11077626509874156,0.14321223307674183,0.2672495012507989,0.4787620005737177,8.849316869217134,-25.073776853905304,98.17609593513862
1,2018-01-03,0.16197073499978112,0.20649642451846875,0.21435429888677351,0.41717854159497697,9.831273905336985,-21.79593525561534,104.4378948886043
1,2018-01-04,0.09793030212361466,0.14321994841823985,0.3327562161562256,0.42609353330192,10.826622170583397,-23.892070898151356,119.39731836184305
1,2018-01-05,0.14084052857316545,0.11853721238540572,0.3286339648600284,0.4119882941814007,11.828526116713169,-24.29550789276121,116.95167199545428
1,2018-01-06,0.10669912440744699,0.20080857505639702,0.3141740346808569,0.37831826585529904,12.83248242348172,-26.608306658467573,114.81719996946902
1,2018-01-07,0.0795853313601032,0.25206614568959984,0.20876778476592223,0.4595807381843748,13.798826253254518,-21.873640928864766,111.8913266560939
1,2018-01-08,0.1569650727090229,0.12858792457944446,0.3077384173540135,0.4067085853575193,13.801506195245647,-10.422666147024312,113.31682681298923
1,2018-01-09,0.1511592263770354,0.18442224497668308,0.29469967213610476,0.36971885651017683,13.846263770746228,-9.884895410053863,107.89930711626369
1,2018-01-10,0.16169435677797156,0.19256251296798824,0.26904530123863646,0.37669782901540366,13.846306174891657,-5.73559287556436,95.9114686251728
1,2018-01-11,0.09994355446334406,0.1607185047172048,0.27327500500683227,0.46606293581261893,13.846318896135287,-3.8357321858043774,87.23092449517866
1,2018-01-12,0.1193390368520413,0.29515878812815943,0.2498167676000748,0.3356854074197246,14.344855953117976,-17.2434043993582,114.82448076123922
1,2018-01-13,0.04895061096366713,0.21352268426111845,0.5023757250337116,0.23515097974150292,15.310355940396732,-23.917604390850933,111.48034567859354
1,2018-01-14,0.050115629926891996,0.11840989770207011,0.4792863596563705,0.3521881127146674,16.316462137338547,-25.951958203397584,109.43148762222995
1,2018-01-15,0.21885113137634443,0.15035871674501003,0.19643625192671751,0.43435389995192797,17.17892429163875,-21.025274093912177,124.28399328318336
1,2018-01-16,0.12102131343999423,0.15717016680197285,0.3441191660234525,0.37768935373458046,17.516482491328354,-16.531674284647877,150.3778845419928
1,2018-01-17,0.10595548779731057,0.2555193157295034,0.2453495043978041,0.3931756920753819,18.327529619295582,-18.999663166324847,165.6314825337325
1,2018-01-18,0.16806208338649917,0.19277903896217422,0.23064396965684117,0.4085149079944855,18.414106163018495,-14.743014571914822,156.303516151739
1,2018-01-19,0.16426889786980664,0.17889303885313354,0.25992051743229067,0.39691754584476907,18.423884558954484,-7.813925183620523,147.56038350309126
1,2018-01-20,0.21555637938836225,0.17567209302249337,0.28349503828646133,0.3252764893026831,18.428549014951702,-6.080076813143458,135.07088276949955
1,2018-01-21,0.08685533070335225,0.18371443555089662,0.3095363224104045,0.41989391133534676,18.43166147922621,-5.156868114399564,130.40917032049052
1,2018-01-22,0.1321299047769356,0.1282481361486913,0.290648733267677,0.4489732258066962,18.434371104119137,-3.0940819255469796,128.65248954737814
1,2018-01-23,0.13455799861433046,0.1738652220378404,0.416246302897393,0.2753304764504363,18.653074724585075,-7.0486117654103735,221.54051716095765
1,2018-01-24,0.12754415918502343,0.23950584667642227,0.3339723540748588,0.29897764006369526,18.935855249209162,-12.603258540240132,176.48434862992207
1,2018-01-25,0.1716835722055507,0.24422471200392512,0.287764718928641,0.29632699686188324,19.003807892259548,-11.13927328373824,171.6381399845649
1,2018-01-26,0.12113984851040886,0.20235724711590436,0.2716722697659816,0.40483063460770524,19.047085563084647,-6.350863378961225,167.6916709777548
